Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-03 00:00:00+05:30,1899.5415238847622,1923.6880542458844,1886.758031465068,1917.075927734375,2009422,0.0,0.0
2023-10-04 00:00:00+05:30,1917.0760568816602,1918.9371525116862,1849.4363992172212,1877.109375,1825706,0.0,0.0
2023-10-05 00:00:00+05:30,1895.6232591049472,1931.720548688117,1891.704961845945,1904.1455078125,1976433,0.0,0.0
2023-10-06 00:00:00+05:30,1905.4188515342678,1923.8838019913542,1903.3127430087582,1916.1451416015625,1029633,0.0,0.0
2023-10-09 00:00:00+05:30,1896.4558086525187,1907.2311257471354,1876.5214959428658,1881.615234375,824232,0.0,0.0
2023-10-10 00:00:00+05:30,1900.3740860690264,1927.4593385822532,1896.0150283930966,1919.4267578125,1658275,0.0,0.0
2023-10-11 00:00:00+05:30,1924.6675462798478,1939.557027142287,1917.5166063793065,1921.5328369140625,895385,0.0,0.0
2023-10-12 00:00:00+05:30,1921.5329817473043,1934.2674480368717,1918.0065380748133,1928.2430419921875,537987,0.0,0.0
2023-10-13 00:00:00+05:30,1919.965532796964,1949.3527603397747,1915.1166880831743,1934.757080078125,770978,0.0,0.0
2023-10-16 00:00:00+05:30,1933.728665754624,1939.5080583764245,1916.8310093329599,1923.1982421875,786576,0.0,0.0
2023-10-17 00:00:00+05:30,1932.5530943977706,1932.6021209425464,1920.0635223276727,1923.5899658203125,449525,0.0,0.0
2023-10-18 00:00:00+05:30,1924.863376910192,1943.5243139674992,1910.1697633459921,1922.5614013671875,753713,0.0,0.0
2023-10-19 00:00:00+05:30,1917.0268907669076,1925.3532722546533,1906.3495070613512,1913.990234375,437558,0.0,0.0
2023-10-20 00:00:00+05:30,1906.1536523401635,1914.6269939419046,1866.1380661413875,1873.6317138671875,771497,0.0,0.0
2023-10-23 00:00:00+05:30,1873.6317332830617,1878.6276579212874,1803.4942366632115,1807.6085205078125,1149806,0.0,0.0
2023-10-25 00:00:00+05:30,1807.3146298018837,1833.9590036137138,1746.1402610304242,1772.882568359375,1625270,0.0,0.0
2023-10-26 00:00:00+05:30,1758.335833623953,1794.4331219475864,1731.6914610232122,1782.286376953125,1478145,0.0,0.0
2023-10-27 00:00:00+05:30,1792.5717994667991,1823.6243740460043,1788.3597020589486,1816.5224609375,1140613,0.0,0.0
2023-10-30 00:00:00+05:30,1831.8040310351098,1831.8040310351098,1792.6700836574112,1797.1270751953125,796456,0.0,0.0
2023-10-31 00:00:00+05:30,1798.4984277266499,1810.2533194111377,1781.5028374148828,1785.81298828125,691198,0.0,0.0
2023-11-01 00:00:00+05:30,1791.494376367557,1794.3351656605425,1781.8455937417916,1785.469970703125,575637,0.0,0.0
2023-11-02 00:00:00+05:30,1797.518900191489,1820.3430299702025,1785.7640082011358,1817.5511474609375,728430,0.0,0.0
2023-11-03 00:00:00+05:30,1827.6408410261006,1865.9912006918164,1819.0695654752612,1862.905517578125,1032482,0.0,0.0
2023-11-06 00:00:00+05:30,1870.9869805126632,1898.4150619023776,1869.0278318419691,1895.2314453125,975588,0.0,0.0
2023-11-07 00:00:00+05:30,1900.3250375803182,1981.678727692281,1890.5783215255078,1975.9482421875,2897381,0.0,0.0
2023-11-08 00:00:00+05:30,1985.5480928322165,2006.1681798158859,1967.71988828377,2002.7886962890625,1748876,0.0,0.0
2023-11-09 00:00:00+05:30,2003.2293646897983,2007.882342431743,1984.6174537220204,1989.3194580078125,679939,0.0,0.0
2023-11-10 00:00:00+05:30,1999.947800600994,2067.8322246911966,1954.250637713509,2016.8453369140625,4755794,0.0,0.0
2023-11-13 00:00:00+05:30,2029.6779360683022,2032.61665894871,2000.0948402363067,2018.2659912109375,1183911,0.0,0.0
2023-11-15 00:00:00+05:30,2023.8494647596797,2062.0038346774495,1998.870320919169,2048.289794921875,1634396,0.0,0.0
2023-11-16 00:00:00+05:30,2050.1019508669756,2110.9823914603094,2042.4121977701832,2071.11376953125,2450457,0.0,0.0
2023-11-17 00:00:00+05:30,2076.7953150298163,2105.0068600954924,2072.5340716845567,2082.57470703125,1087862,0.0,0.0
2023-11-20 00:00:00+05:30,2093.644062166215,2122.7373691409266,2072.779083111306,2102.754150390625,1452454,0.0,0.0
2023-11-21 00:00:00+05:30,2110.0027983435825,2117.790365297785,2091.390888794591,2100.5009765625,832725,0.0,0.0
2023-11-22 00:00:00+05:30,2101.1378567882794,2108.14195655839,2046.2816957315333,2068.958984375,1014171,0.0,0.0
2023-11-23 00:00:00+05:30,2073.709560838965,2114.9007038985146,2064.5994729219233,2102.4111328125,1259937,0.0,0.0
2023-11-24 00:00:00+05:30,2110.8842622839397,2205.0214347465185,2101.9212543790945,2194.5400390625,2909879,0.0,0.0
2023-11-28 00:00:00+05:30,2261.836764610434,2286.66906554823,2219.715075187199,2240.2861328125,3488568,0.0,0.0
2023-11-29 00:00:00+05:30,2284.367129006562,2307.9259373230166,2253.6573809031815,2295.5341796875,2349730,0.0,0.0
2023-11-30 00:00:00+05:30,2321.4932322352547,2394.0797896028594,2259.8780992691477,2331.191162109375,7273415,0.0,0.0
2023-12-01 00:00:00+05:30,2444.0380923824755,2448.9359643110975,2387.3696185067556,2411.95703125,4012398,0.0,0.0
2023-12-04 00:00:00+05:30,2482.241333898996,2482.731121060381,2422.4873002100303,2467.939453125,2351668,0.0,0.0
2023-12-05 00:00:00+05:30,2467.939192193163,2520.4444660038753,2454.029286111283,2500.803955078125,1840576,0.0,0.0
2023-12-06 00:00:00+05:30,2506.730495416765,2697.8943138547024,2504.330586344932,2659.15234375,6078296,0.0,0.0
2023-12-07 00:00:00+05:30,2674.2376776492356,2685.6986484369586,2606.7938955019195,2634.809814453125,2607706,0.0,0.0
2023-12-08 00:00:00+05:30,2644.8504112251194,2726.3509390291356,2635.103695503414,2677.81298828125,2833575,0.0,0.0
2023-12-11 00:00:00+05:30,2683.9845657348633,2755.542516454733,2666.7442014811554,2734.7265625,2624284,0.0,0.0
2023-12-12 00:00:00+05:30,2747.853020332639,2762.644689368713,2659.8384043746573,2683.935791015625,2393861,0.0,0.0
2023-12-13 00:00:00+05:30,2692.849595184877,2721.257248244303,2680.653943684966,2713.420654296875,1438726,0.0,0.0
2023-12-14 00:00:00+05:30,2728.1142659123693,2756.0811583721547,2708.669621533278,2716.359375,1193987,0.0,0.0
2023-12-15 00:00:00+05:30,2728.9472381608084,2735.7062053645345,2660.621928761766,2705.388427734375,1430382,0.0,0.0
2023-12-18 00:00:00+05:30,2703.6251327624714,2791.541928293425,2696.0334317556203,2755.640625,2920105,0.0,0.0
