Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-16 00:00:00+05:30,150.0,165.0,146.0,165.0,636727334,0.0,0.0
2024-09-17 00:00:00+05:30,175.5,181.5,174.10000610351562,181.5,246750377,0.0,0.0
2024-09-18 00:00:00+05:30,181.0,188.5,171.10000610351562,173.66000366210938,262499718,0.0,0.0
2024-09-19 00:00:00+05:30,172.97999572753906,175.75,156.2899932861328,160.1199951171875,162885712,0.0,0.0
2024-09-20 00:00:00+05:30,162.00999450683594,168.1999969482422,161.4499969482422,163.72999572753906,74914958,0.0,0.0
2024-09-23 00:00:00+05:30,165.75,166.75,160.39999389648438,161.6300048828125,33914099,0.0,0.0
2024-09-24 00:00:00+05:30,161.6999969482422,162.39999389648438,158.0500030517578,158.67999267578125,27382743,0.0,0.0
2024-09-25 00:00:00+05:30,157.8000030517578,160.0,153.13999938964844,154.1699981689453,32117117,0.0,0.0
2024-09-26 00:00:00+05:30,154.0,163.24000549316406,150.39999389648438,157.88999938964844,82292061,0.0,0.0
2024-09-27 00:00:00+05:30,158.0,160.39999389648438,156.5500030517578,157.14999389648438,21754244,0.0,0.0
2024-09-30 00:00:00+05:30,156.75,156.83999633789062,153.50999450683594,154.05999755859375,17314972,0.0,0.0
