Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-03 00:00:00+05:30,857.6862552248094,867.1010750726186,851.8697381610942,859.5593872070312,1183376,0.0,0.0
2023-10-04 00:00:00+05:30,854.7287131819845,857.538350973413,842.8985579822339,852.5105590820312,623081,0.0,0.0
2023-10-05 00:00:00+05:30,853.792201371382,856.9469216590862,845.3632272909593,848.0250244140625,749977,0.0,0.0
2023-10-06 00:00:00+05:30,848.8136925142675,865.080157004959,848.8136925142675,862.3690795898438,960117,0.0,0.0
2023-10-09 00:00:00+05:30,855.7145674172839,871.3402068206192,854.531539852036,868.185546875,1200788,0.0,0.0
2023-10-10 00:00:00+05:30,872.4739140377769,879.769200212367,869.2699137884857,876.1708374023438,870512,0.0,0.0
2023-10-11 00:00:00+05:30,882.3324281342658,884.5013020030423,873.6569928304424,875.8258666992188,1062565,0.0,0.0
2023-10-12 00:00:00+05:30,876.3187881166536,881.4944811206504,870.6994522494865,879.7199096679688,775364,0.0,0.0
2023-10-13 00:00:00+05:30,877.6496436424868,905.0068776903149,876.269434793183,900.4226684570312,5120134,0.0,0.0
2023-10-16 00:00:00+05:30,904.8097272449911,904.8097272449911,893.2260331541966,895.7399291992188,1524935,0.0,0.0
2023-10-17 00:00:00+05:30,899.1411158566019,914.8653765503173,892.338812413901,895.0005493164062,3228492,0.0,0.0
2023-10-18 00:00:00+05:30,899.5355092820193,902.0494054268206,879.4735000640176,883.0225830078125,1218914,0.0,0.0
2023-10-19 00:00:00+05:30,883.3182903558321,887.6560381716286,866.6081834314734,882.726806640625,1430475,0.0,0.0
2023-10-20 00:00:00+05:30,879.3256382514209,889.0362004469793,876.0723574256333,886.2265625,2295312,0.0,0.0
2023-10-23 00:00:00+05:30,886.0293485044624,893.2260143495747,867.7911922348295,870.600830078125,973113,0.0,0.0
2023-10-25 00:00:00+05:30,870.7980160638606,881.7902262676549,869.8614500539524,877.4031982421875,1531972,0.0,0.0
2023-10-26 00:00:00+05:30,870.7487488607255,874.3963922233544,859.6579779298644,867.8897705078125,1966650,0.0,0.0
2023-10-27 00:00:00+05:30,867.5447400515981,881.8395113365391,863.6013548695453,878.4876098632812,797507,0.0,0.0
2023-10-30 00:00:00+05:30,873.4598265305084,883.3182895839002,867.7419299937978,880.9029541015625,1147541,0.0,0.0
2023-10-31 00:00:00+05:30,886.7687313539461,890.613555925272,879.3748842331516,887.7545776367188,1082510,0.0,0.0
2023-11-01 00:00:00+05:30,893.1767644035599,906.978612860127,883.0225593590566,890.3671264648438,2678745,0.0,0.0
2023-11-02 00:00:00+05:30,897.2680101595298,904.7111374923967,890.7613886497394,898.3524169921875,1082513,0.0,0.0
2023-11-03 00:00:00+05:30,899.0918105143326,906.2884763493247,898.3524258017385,900.7677612304688,901911,0.0,0.0
2023-11-06 00:00:00+05:30,903.7745730861178,910.6262167352621,903.0351883794752,905.647705078125,742374,0.0,0.0
2023-11-07 00:00:00+05:30,906.9785998645516,910.6262432243504,900.0776757351474,908.9995727539062,819721,0.0,0.0
2023-11-08 00:00:00+05:30,909.443253023998,916.2948971542082,901.211460113921,903.3309936523438,1090425,0.0,0.0
2023-11-09 00:00:00+05:30,903.3309335513303,905.9434502595917,885.6349808063228,890.0712890625,3194352,0.0,0.0
2023-11-10 00:00:00+05:30,890.0712993223829,903.8731473895839,883.8111994461295,899.7819213867188,3846444,0.0,0.0
2023-11-13 00:00:00+05:30,901.0635574729694,907.4222784193717,894.2611936379743,903.5774536132812,904887,0.0,0.0
2023-11-15 00:00:00+05:30,908.3587965396082,918.8087431550475,903.380224633341,916.4426879882812,1564164,0.0,0.0
2023-11-16 00:00:00+05:30,919.7946149219266,919.7946149219266,905.0069201482622,907.0278930664062,1315309,0.0,0.0
2023-11-17 00:00:00+05:30,908.9502722632927,920.7804276506674,907.9644259810115,917.6749877929688,961365,0.0,0.0
2023-11-20 00:00:00+05:30,922.2591970740892,927.5334506157811,915.0625312476926,917.6749877929688,1169030,0.0,0.0
2023-11-21 00:00:00+05:30,893.1767639814555,918.3158450868938,893.1767639814555,914.5696411132812,804344,0.0,0.0
2023-11-22 00:00:00+05:30,918.266536560625,926.4983289930464,909.1967386810278,915.11181640625,885449,0.0,0.0
2023-11-23 00:00:00+05:30,915.999132435158,924.4281064381769,913.8795387783234,919.7946166992188,907511,0.0,0.0
2023-11-24 00:00:00+05:30,921.4705338061394,923.5900672142395,910.9219665317427,913.7809448242188,521207,0.0,0.0
2023-11-28 00:00:00+05:30,911.9078047189344,921.7169871931402,911.6613431500914,918.6608276367188,904835,0.0,0.0
2023-11-29 00:00:00+05:30,921.7170008666958,924.6252594564427,916.8370496969555,920.3367919921875,1047897,0.0,0.0
2023-11-30 00:00:00+05:30,918.8087811212796,934.7795037286746,918.8087811212796,927.4349365234375,2982505,0.0,0.0
2023-12-01 00:00:00+05:30,932.5120061986144,939.4129300541073,926.449027599919,929.505126953125,1129388,0.0,0.0
2023-12-04 00:00:00+05:30,940.4973498885938,942.9619655853669,928.617914264404,933.2514038085938,1112904,0.0,0.0
2023-12-05 00:00:00+05:30,933.3007104260134,940.6452774439172,930.7868143786192,936.603271484375,792716,0.0,0.0
2023-12-06 00:00:00+05:30,940.497353849919,949.3699703956729,935.4695618758378,938.2299194335938,982484,0.0,0.0
2023-12-07 00:00:00+05:30,938.5256524332099,945.9687797643641,936.6032401655033,943.3563232421875,933106,0.0,0.0
2023-12-08 00:00:00+05:30,946.4123900467687,948.2361815215763,930.4416689304736,933.2020263671875,649090,0.0,0.0
2023-12-11 00:00:00+05:30,936.4554162029312,939.5115156375414,930.688179295881,936.9976196289062,476174,0.0,0.0
2023-12-12 00:00:00+05:30,939.5607822301438,948.3348381636721,930.2445228785394,935.3216552734375,732063,0.0,0.0
2023-12-13 00:00:00+05:30,934.5823126324923,946.1167266264539,933.1035431504788,943.7506713867188,899820,0.0,0.0
2023-12-14 00:00:00+05:30,947.2011046756594,947.2011046756594,930.737459576191,936.9976196289062,1980762,0.0,0.0
